,timestamp,x_acc_cf,x_acc_p2p,x_acc_peak,x_acc_rms,x_acc_shaft1x,x_acc_shaft2x,x_acc_shaft3x,x_acc_shaft3xto10xsum,x_vel_cf,x_vel_p2p,x_vel_peak,x_vel_rms,x_vel_shaft1x,x_vel_shaft2x,x_vel_shaft3x,x_vel_shaft3xto10xsum,y_acc_cf,y_acc_p2p,y_acc_peak,y_acc_rms,y_acc_shaft1x,y_acc_shaft2x,y_acc_shaft3x,y_acc_shaft3xto10xsum,y_vel_cf,y_vel_p2p,y_vel_peak,y_vel_rms,y_vel_shaft1x,y_vel_shaft2x,y_vel_shaft3x,y_vel_shaft3xto10xsum,z_acc_cf,z_acc_p2p,z_acc_peak,z_acc_rms,z_acc_shaft1x,z_acc_shaft2x,z_acc_shaft3x,z_acc_shaft3xto10xsum,z_vel_cf,z_vel_p2p,z_vel_peak,z_vel_rms,z_vel_shaft1x,z_vel_shaft2x,z_vel_shaft3x,z_vel_shaft3xto10xsum
0,2016-10-19 06:30:55,3.73547520406,1.27877003533,0.641560830243,0.171748116423,0.0627689967138,0.0604673210892,0.0130134900184,0.0721671425074,2.60044146658,7.59775989765,3.80597695354,1.46358878001,1.64683333616,0.793222811667,0.113305520494,0.398818439752,3.63212896224,1.31142764969,0.656676834871,0.180796673714,0.0936198236473,0.0102447200238,0.00308158490675,0.0691036985085,2.30430074792,7.75583035957,4.09279666023,1.77615559251,2.45624838024,0.134392354013,0.0269499116778,0.265113614098,3.46212185047,0.950250860621,0.488626578039,0.141135003083,0.130235372942,0.0112074226643,0.0111663512752,0.0696694314322,2.08690474493,10.1272541032,5.11465336254,2.45083220734,3.41690906237,0.147021286162,0.097655002129,0.37373284389
1,2016-10-23 09:38:41,3.88722550209,1.09175150652,0.587924166445,0.151245191751,0.0595069237585,0.0536836462148,0.00862617714035,0.075302513895,2.77674351872,8.22679707605,4.15106969663,1.4949417073,1.56004820502,0.703691861605,0.0753819965475,0.40695763307,4.10277001957,1.10661030292,0.566954377008,0.138188193417,0.0886480946598,0.00935204426417,0.0041608219408,0.0550908258087,2.1426891303,6.78856591512,3.61302251911,1.68620938428,2.32402033608,0.122587750686,0.0363603784241,0.220707316248,3.91814182195,1.0596909018,0.550855796508,0.140591081574,0.128273889383,0.010867879703,0.0108920605032,0.065411473007,2.23339248523,10.9558861318,5.60096500058,2.50782835423,3.36285995382,0.142457508741,0.0947618187979,0.364495078407
2,2016-09-23 05:41:25,3.24981291518,1.00119381675,0.512187469129,0.157605216822,0.0395193944043,0.0537090820317,0.00650010442557,0.0385532330697,3.16965862157,7.7452547203,4.26277751091,1.34486959634,1.03445994714,0.702944655365,0.056464639171,0.206511065935,3.72854128983,1.61004372421,0.82460578077,0.221160426202,0.0921177028036,0.00879687911746,0.00215930449047,0.0512468621282,2.14255721821,7.78998594813,3.92372050244,1.83132588903,2.41127363942,0.115133584965,0.0189247666067,0.187057032112,3.22746178665,0.984871173349,0.496678047308,0.153891224789,0.118515274165,0.00796338562937,0.0034938806855,0.0374093635655,2.68031972555,13.3701890402,6.91449340814,2.57972709085,3.1022566539,0.104224819249,0.0303503912087,0.161293096798
3,2016-10-11 18:13:36,4.35185410504,1.50104226574,0.776067138519,0.17833022886,0.0581473550004,0.0440117819134,0.00711730963828,0.0489170507125,3.20196302295,9.23560212016,4.83963025169,1.51145725825,1.52346861625,0.576557338592,0.0618831243447,0.267294948145,3.81942791854,1.22759911493,0.61512982615,0.161052869505,0.0852682264986,0.00778274586361,0.00325906096867,0.044825156637,2.30670495725,7.3194755496,3.80170447992,1.64811042174,2.2340391413,0.101954500522,0.0284626136717,0.180453110939,3.4571071622,1.07596622455,0.582058250949,0.168365695259,0.185784893745,0.00918365438361,0.00622476877521,0.0442776805847,2.04713816863,13.7433539248,7.07353353635,3.45532785463,4.86758950587,0.120306497483,0.0543632630834,0.241907262192
4,2016-10-11 21:13:40,4.34131161759,1.45061010362,0.789510041613,0.181859795186,0.0499949633287,0.0537189056731,0.00591296276828,0.0465808521897,3.03865827838,8.38537323487,4.44608204942,1.46317276972,1.31148675039,0.70458730585,0.0517036904641,0.234590482077,3.45052181564,1.45416872655,0.73552274782,0.213162758307,0.0866417036872,0.00903804952834,0.00247140584719,0.063811634811,2.37710308125,7.55964423584,4.00531188894,1.68495507011,2.27281787707,0.118544763478,0.0216102837007,0.22337727191,3.89164674138,0.99795673262,0.52967223118,0.136104910435,0.117416957744,0.0109600662093,0.00748688832255,0.0513597394112,2.18765506051,10.4743268119,5.34821518928,2.44472507838,3.0801259587,0.143754297032,0.0651766196899,0.260786552156
5,2016-10-12 00:13:45,4.00626058891,1.23538792821,0.631974913145,0.157746831271,0.0448998205145,0.0490564840511,0.00455465139465,0.0360064771573,3.31147801975,8.91908928807,4.75804552243,1.43683439662,1.17692385397,0.642939611002,0.0399734974138,0.186345289937,3.77815896376,1.24019443428,0.652053343468,0.172584941428,0.085727299703,0.0104856119668,0.00258341923557,0.0471973246249,2.16480408554,6.94673658055,3.60078801027,1.66333204668,2.247102612,0.137425569921,0.0225723821631,0.170596077197,4.22568502714,1.03856903031,0.58531061401,0.138512598609,0.111476057794,0.00903275420524,0.00755220430654,0.0481205096829,2.49023382244,11.2692178251,6.01816724431,2.41670769632,2.92203465537,0.118384258214,0.0665784822975,0.253794278386
6,2016-10-12 06:13:56,4.03060596514,1.14715525841,0.583885019809,0.144862838208,0.0443182173806,0.0493298106246,0.00892590658587,0.0449934539265,3.14770346456,7.1516625603,3.8438261063,1.22115254806,1.16025206062,0.645727849741,0.0775488258595,0.261680156154,3.58785511719,1.22769693417,0.643618731201,0.179388160942,0.100786611994,0.00867424675118,0.00232668473823,0.0359145259923,2.27557022283,8.67246007679,4.4279278072,1.94585416999,2.63859607088,0.113546000518,0.0203042219167,0.148048188885,4.00327956367,1.27620287037,0.665996975414,0.166362844468,0.161809394078,0.00726326859183,0.00541287951765,0.030861804604,2.01076349397,12.467503679,6.35502858319,3.16050525198,4.23617406121,0.0950762784309,0.0470274304436,0.161599464782
7,2016-10-23 03:38:29,4.42530458785,1.26263182309,0.686853876692,0.155210531401,0.0497259323412,0.0602203533071,0.0133297264664,0.0664689018093,2.67257392873,6.92468643704,3.61412339056,1.35230062364,1.30322663458,0.789133201518,0.115934067801,0.392476459111,3.54014614319,1.05395671405,0.546666991867,0.154419328964,0.0873505615874,0.00910340797694,0.00291032095948,0.0456734361156,2.055210517,6.80260379293,3.46202918179,1.6845131694,2.28930003012,0.119291918547,0.0254247472831,0.198278003078,3.75481302536,0.972888543984,0.527163935285,0.140396853778,0.136494158279,0.00780792853494,0.00825190152139,0.0460867871755,2.2178470595,11.0642915332,5.83439182661,2.63065561786,3.57726470191,0.102315833495,0.0720891316483,0.265209199798
8,2016-10-23 06:38:34,4.62937327374,1.25624021317,0.693793868601,0.149867774227,0.0661660702726,0.0641677199912,0.0142963824604,0.0802728286874,2.75578628744,8.3259185728,4.16879720915,1.51274328788,1.73569333209,0.841635926581,0.124456228331,0.45945088713,3.93446162241,1.05892594636,0.57893213423,0.147143927121,0.0926409761655,0.00971349901032,0.00316011851232,0.0674097453095,2.10128443523,7.16589834903,3.6900459301,1.75609064067,2.43019305736,0.12740408637,0.0275102063206,0.268210819824,3.60796192084,0.962018557298,0.51279637894,0.142129099528,0.139714419242,0.0108106489065,0.011220597965,0.0747030056069,2.04367940266,10.4684490017,5.3209004174,2.60358861105,3.66504138565,0.141794511487,0.0976801863139,0.419493002434
9,2016-10-24 15:41:55,3.86796310521,1.25676650112,0.677634449227,0.175191549349,0.0548488348913,0.0593044001482,0.00784722938079,0.0553700726505,3.37431483155,8.36595650063,4.50814973418,1.3360192985,1.43770958115,0.777249913025,0.0685644273552,0.304650731558,3.65499852158,1.44846468636,0.728070606027,0.199198604795,0.0921922771534,0.00875794672271,0.00314640066491,0.0390849316636,2.613862586,7.94137240136,4.6087348888,1.76318943217,2.41656400604,0.114782601485,0.0274913793584,0.165079921628,3.47276071037,1.06408378833,0.539913324586,0.155470926337,0.14391508519,0.00899472255833,0.0055561312683,0.036893831664,2.30051213441,11.3381619974,6.14502645422,2.67115585365,3.77233349186,0.117885811317,0.0483313673854,0.203715941802
